name,source,category,path,skill_md,description
ui-ux-pro-max,davila7,creative-design,davila7/creative-design/ui-ux-pro-max,davila7/creative-design/ui-ux-pro-max/SKILL.md,"UI/UX design intelligence. 50 styles, 21 palettes, 50 font pairings, 20 charts, 9 stacks (React, Next.js, Vue, Svelte, SwiftUI, React Native, Flutter, Tailwind, shadcn/ui). Actions: plan, build, create, design, implement, review, fix, improve, optimize, enhance, refactor, check UI/UX code. Projects:"
ux-researcher-designer,davila7,creative-design,davila7/creative-design/ux-researcher-designer,davila7/creative-design/ux-researcher-designer/SKILL.md,"UX research and design toolkit for Senior UX Designer/Researcher including data-driven persona generation, journey mapping, usability testing frameworks, and research synthesis. Use for user research, persona creation, journey mapping, and design validation."
web-design-guidelines,davila7,creative-design,davila7/creative-design/web-design-guidelines,davila7/creative-design/web-design-guidelines/SKILL.md,"Review UI code for Web Interface Guidelines compliance. Use when asked to ""review my UI"", ""check accessibility"", ""audit design"", ""review UX"", or ""check my site against best practices""."
database-architect,davila7,database,davila7/database/database-architect,davila7/database/database-architect/SKILL.md,"Expert database architect specializing in data layer design from scratch, technology selection, schema modeling, and scalable database architectures."
database-migration,davila7,database,davila7/database/database-migration,davila7/database/database-migration/SKILL.md,"Master database schema and data migrations across ORMs (Sequelize, TypeORM, Prisma), including rollback strategies and zero-downtime deployments."
database-optimizer,davila7,database,davila7/database/database-optimizer,davila7/database/database-optimizer/SKILL.md,"Expert database optimizer specializing in modern performance tuning, query optimization, and scalable architectures."
neon-instagres,davila7,database,davila7/database/neon-instagres,davila7/database/neon-instagres/SKILL.md,"Instantly provision production-ready Postgres databases with Neon Instagres. Use when setting up databases, when users mention PostgreSQL/Postgres, database setup, or need a development database. Works with Drizzle, Prisma, raw SQL."
postgresql,davila7,database,davila7/database/postgresql,davila7/database/postgresql/SKILL.md,"Design a PostgreSQL-specific schema. Covers best-practices, data types, indexing, constraints, performance patterns, and advanced features"
postgresql-optimization,davila7,database,davila7/database/postgresql-optimization,davila7/database/postgresql-optimization/SKILL.md,"PostgreSQL database optimization workflow for query tuning, indexing strategies, performance analysis, and production database management."
sql-pro,davila7,database,davila7/database/sql-pro,davila7/database/sql-pro/SKILL.md,"Master modern SQL with cloud-native databases, OLTP/OLAP optimization, and advanced query techniques. Expert in performance tuning, data modeling, and hybrid analytical systems."
supabase-postgres-best-practices,davila7,database,davila7/database/supabase-postgres-best-practices,davila7/database/supabase-postgres-best-practices/SKILL.md,"Postgres performance optimization and best practices from Supabase. Use this skill when writing, reviewing, or optimizing Postgres queries, schema designs, or database configurations."
using-neon,davila7,database,davila7/database/using-neon,davila7/database/using-neon/SKILL.md,"Guides and best practices for working with Neon Serverless Postgres. Covers getting started, local development with Neon, choosing a connection method, Neon features, authentication (@neondatabase/auth), PostgREST-style data API (@neondatabase/neon-js), Neon CLI, and Neon's Platform API/SDKs. Use fo"
design-to-code,davila7,,davila7/design-to-code,davila7/design-to-code/SKILL.md,"Pixel-perfect Figma to React conversion using coderio. Generates production-ready code (TypeScript, Vite, TailwindCSS V4) with high visual fidelity. Features robust error handling, checkpoint recovery, and streamlined execution via helper script."
accessibility,davila7,development,davila7/development/accessibility,davila7/development/accessibility/SKILL.md,"Audit and improve web accessibility following WCAG 2.1 guidelines. Use when asked to ""improve accessibility"", ""a11y audit"", ""WCAG compliance"", ""screen reader support"", ""keyboard navigation"", or ""make accessible""."
Agent Development,davila7,development,davila7/development/agent-development,davila7/development/agent-development/SKILL.md,"This skill should be used when the user asks to ""create an agent"", ""add an agent"", ""write a subagent"", ""agent frontmatter"", ""when to use description"", ""agent examples"", ""agent tools"", ""agent colors"", ""autonomous agent"", or needs guidance on agent structure, system prompts, triggering conditions, or "
agent-md-refactor,davila7,development,davila7/development/agent-md-refactor,davila7/development/agent-md-refactor/SKILL.md,"Refactor bloated AGENTS.md, CLAUDE.md, or similar agent instruction files to follow progressive disclosure principles. Splits monolithic files into organized, linked documentation."
agirails-agent-payments,davila7,development,davila7/development/agirails-agent-payments,davila7/development/agirails-agent-payments/SKILL.md,
algolia-search,davila7,development,davila7/development/algolia-search,davila7/development/algolia-search/SKILL.md,"Expert patterns for Algolia search implementation, indexing strategies, React InstantSearch, and relevance tuning Use when: adding search to, algolia, instantsearch, search api, search functionality."
angular,davila7,development,davila7/development/angular,davila7/development/angular/SKILL.md,"Modern Angular (v20+) expert with deep knowledge of Signals, Standalone Components, Zoneless applications, SSR/Hydration, and reactive patterns."
api-design-principles,davila7,development,davila7/development/api-design-principles,davila7/development/api-design-principles/SKILL.md,"Master REST and GraphQL API design principles to build intuitive, scalable, and maintainable APIs that delight developers and stand the test of time."
api-documentation-generator,davila7,development,davila7/development/api-documentation-generator,davila7/development/api-documentation-generator/SKILL.md,"Generate comprehensive, developer-friendly API documentation from code, including endpoints, parameters, examples, and best practices"
API Integration Specialist,davila7,development,davila7/development/api-integration-specialist,davila7/development/api-integration-specialist/SKILL.md,"Expert in integrating third-party APIs with proper authentication, error handling, rate limiting, and retry logic. Use when integrating REST APIs, GraphQL endpoints, webhooks, or external services. Specializes in OAuth flows, API key management, request/response transformation, and building robust A"
api-patterns,davila7,development,davila7/development/api-patterns,davila7/development/api-patterns/SKILL.md,"API design principles and decision-making. REST vs GraphQL vs tRPC selection, response formats, versioning, pagination."
architecture,davila7,development,davila7/development/architecture,davila7/development/architecture/SKILL.md,"Architectural decision-making framework. Requirements analysis, trade-off evaluation, ADR documentation. Use when making architecture decisions or analyzing system design."
architecture-decision-records,davila7,development,davila7/development/architecture-decision-records,davila7/development/architecture-decision-records/SKILL.md,"Comprehensive patterns for creating, maintaining, and managing Architecture Decision Records (ADRs) that capture the context and rationale behind significant technical decisions."
architecture-patterns,davila7,development,davila7/development/architecture-patterns,davila7/development/architecture-patterns/SKILL.md,"Master proven backend architecture patterns including Clean Architecture, Hexagonal Architecture, and Domain-Driven Design to build maintainable, testable, and scalable systems."
artifacts-builder,davila7,development,davila7/development/artifacts-builder,davila7/development/artifacts-builder/SKILL.md,"Suite of tools for creating elaborate, multi-component claude.ai HTML artifacts using modern frontend web technologies (React, Tailwind CSS, shadcn/ui). Use for complex artifacts requiring state management, routing, or shadcn/ui components - not for simple single-file HTML/JSX artifacts."
